Category ID,Item ID,Custom Label (SKU),Title,Format,VariationSet,SiteID,Reserved1-Do not edit or delete,C:Brand,C:Screen Size,C:Processor,C:Model,C:Operating System,C:Type,C:Processor Speed,C:SSD Capacity,C:Features,C:Hard Drive Capacity,C:Storage Type,C:GPU,C:Release Year,C:Maximum Resolution,C:Color,C:MPN,C:Series,C:RAM Size,C:Most Suitable For,C:Graphics Processing Type,C:Connectivity,C:Country/Region of Manufacture,C:Manufacturer Warranty,C:California Prop 65 Warning,C:Item Height,C:Item Length,C:Item Weight,C:Item Width,C:Custom Bundle,C:UPC,C:Form Factor,C:Operating System Edition,C:Bundle Description,C:Modified Item,C:Screen Refresh Rate,C:SKU,C:Location,C:Manufacturer Color
111422,295457045470,3JJ-0101H-R2,MacBook Air 2019 Model A1932 | intel i5-8210Y@1.6GHz | 8GB RAM | NO SSD | NO PWR,FIXED_PRICE,,0,-1209553536,Apple,13 in,Intel Core i5 8th Gen.,Core i5,,,1.60 GHz,,,,SSD (Solid State Drive),,2019,,,,MacBook Air,8 GB,,,,,,,,,,,No,,,,,,,,,
111422,295529533587,3JS-0210B-R2,"MacBook Pro A1278 Early 2011, Core i7, 2.7GHz, 8GB RAM, 120GB SSD, Sierra10.12",FIXED_PRICE,,0,409385210,Apple,13 in,Intel Core i7 2nd Gen.,MacBook Pro A1278,,,2.70 GHz,120 GB,,,SSD (Solid State Drive),,2011,,,,,8 GB,,,,,,,,,,,,,,,,,,,,
111422,295529533598,3JS-0209E,"MacBook Pro A1278 Mid 2009, iCore2Duo, 2.26 GHz, 8GB RAM, 120GGB SSD, OSX10.9",FIXED_PRICE,,0,-1422519812,Apple,13 in,Intel Core 2 Duo,MacBook Pro A1278,,,2.26 GHz,120 GB,,8 GB,SSD (Solid State Drive),,2009,,,,,8 GB,,,,,,,,,,,,,,,,,,,,
111422,295529540998,3HL-0209E-R8,"Lot of (3) Apple MacBook Air 13.3"" A1466 For Parts & Repair",FIXED_PRICE,,0,563889694,Apple,13.3 in,Intel Core i5 3rd Gen.,A1466,,,,,,,,,,,,,MacBook Air,,Parts,,,,,,,,,,,,,,,,,,,
111422,295529541013,3HL-0209D-R8,"Apple MacBook Pro 13 2017, i5-7360U @2.30GHz, 8GB RAM, 128GB SSD, *Parts*",FIXED_PRICE,,0,-792372318,Apple,13.3 in,Intel Core i5 7th Gen.,A1708,macOS,,2.30 GHz,128 GB,,,SSD (Solid State Drive),,2017,,Silver,Does Not Apply,MacBook Pro,16 GB,Parts,,,,,,,,,,,,,,,,,,,
111422,295529541774,3JS-0209C-R2,"Macbook Pro A1278 Mid 2010, 2.4 GHz, Core 2 Duo, 8GB RAM, 120GB SSD, OS-SIERRA",FIXED_PRICE,,0,869052790,Apple,13 in,Intel Core 2 Duo,Macbook Pro A1278,,,2.4 GHz,120 GB,,,SSD (Solid State Drive),,2010,,,,,8 GB,,,,,,,,,,,,,,,,,,,,
111422,295529541926,AV168-I5,Pursim Librim 13 i7-7500U - Parts or Repair,FIXED_PRICE,,0,-594963183,Pursim,13 in,i7-7500U,,,,,,,,,,,,,,,,Parts,,,,,,,,,,,NA,,,,,,,,
177,295391012446,2HL-1129A-R8,"Microsoft Surface 3 64GB, Atom x7-Z8700 @1.60GHz, 2GB RAM *For Parts & Repair *",FIXED_PRICE,,0,368448008,Microsoft,10.8 in,Intel Atom Quad-Core,Microsoft Surface 3,,,1.60 GHz,64 GB,,,,,,,,,Surface,2 GB,Parts,,,,,,,,,,,,,,,,,,,
177,295393285990,2JJ-1129A,Dell Latitude E5450 | i5-5200U @2.20Ghz | 4GB RAM | NO HDD | WORKING FOR PARTS,FIXED_PRICE,,0,-288270365,Dell,14 in,Intel Core i5 5th Gen.,Dell Latitude E5450,,,2.20 GHz,,,,,,,,,,,4 GB,Parts,,,,,,,,,,,,,,,,,,,
177,295393388448,2HL-1129C-R8,"Dell Latitude E5470,  i5-6200U @2.4GHz, 8GB RAM, 256GB SSD, Windows 10 Pro",FIXED_PRICE,,0,1646751881,Dell,14 in,Intel Core i5 6th Gen.,Dell Latitude E5470,Windows 10 Pro,Notebook/Laptop,2.40 GHz,256GB,,8 GB,SSD (Solid State Drive),,2018,1366 x 768,Black,LATITUDEE5470,,8 GB,Casual Computing,Integrated/On-Board Graphics,HDMI,,,,,,,,,,,,,,,,,
177,295393417312,2HL-1129F-R8,"Dell Latitude 5490 - i5-8350U @1.70GHz, 8GB RAM, 256GB SSD, Windows 11 Pro",FIXED_PRICE,,0,1622417497,Dell,14 in,Intel Core i5 8th Gen.,5490,Windows 11 Pro,Notebook/Laptop,1.70 GHz,256 GB,,,SSD (Solid State Drive),,,1366 x 768,,,Latitude,8 GB,,,,,,,,,,,,,,,,,,,,
177,295442800350,2PJ-1221F-2F,"Toshiba Satellite E45-B4200 14"", i5-4210U @1.70GHz, 6GB RAM parts, No HDD, No OS",FIXED_PRICE,,0,253466446,Toshiba,14 in,i5-4210U,,,,1.70 GHz,,,,,,,,,,,6 GB,Parts,,,,,,,,,,,,,,,,,,,
177,295442958335,2JJ-1225J-R2,Lenovo ThinkPad X1 Carbon | intel i7-6600U @2.6GHz | 512GB SSD | 16GB RAM | W10P,FIXED_PRICE,,0,-277292894,Lenovo,14 in,Intel Core i7 6th Gen.,Lenovo ThinkPad X1,,,2.60 GHz,512 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295442959671,2JJ-1225K-R2,Lenovo ThinkPad X1 Carbon | intel i7-6600U @2.6GHz | 512GB SSD | 16GB RAM | W10P,FIXED_PRICE,,0,79252379,Lenovo,14 in,Intel Core i7 6th Gen.,Lenovo ThinkPad X1,,,2.60 GHz,512 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295443001789,2JJ-1224X-R2,Lenovo ThinkPad X1 Carbon | intel i7-6600U @2.6GHz | 512GB SSD | 16GB RAM | W10P,FIXED_PRICE,,0,135751938,Lenovo,14 in,Intel Core i7 6th Gen.,Lenovo ThinkPad X1,,,2.60 GHz,512 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295443072887,2JJ-1225W-R2,Lenovo ThinkPad X1 Carbon | intel i7-6600U @2.6GHz | 512GB SSD | 16GB RAM | W10P,FIXED_PRICE,,0,1865229257,Lenovo,14 in,Intel Core i7 6th Gen.,Lenovo ThinkPad X1,,,2.60 GHz,512 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295443214639,2JJ-1225V-R2,Lenovo ThinkPad X1 Carbon | intel i7-7600U @2.8GHz | 512GB SSD | 16GB RAM | W10P,FIXED_PRICE,,0,279702791,Lenovo,14 in,Intel Core i7 7th Gen.,Lenovo ThinkPad X1,,,2.80 GHz,512 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295443219970,2JJ-1225U-R2,Lenovo ThinkPad X1 Carbon | intel i7-6600U @2.6GHz | 512GB SSD | 16GB RAM | W10P,FIXED_PRICE,,0,1167499442,Lenovo,14 in,Intel Core i7 6th Gen.,Lenovo ThinkPad X1,,,2.60 GHz,512 GB,,512 GB,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295443390297,2JJ-1224O-R2,Lenovo ThinkPad X1 Carbon | intel i7-6600U @2.6GHz | 512GB SSD | 16GB RAM | W10P,FIXED_PRICE,,0,2102943114,Lenovo,14 in,Intel Core i7 6th Gen.,Lenovo ThinkPad X1,,,2.60 GHz,512 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295443390826,2JJ-1224R-R2,Lenovo ThinkPad X1 Carbon | intel i7-6600U @2.6GHz | 512GB SSD | 16GB RAM | W10P,FIXED_PRICE,,0,990542803,Lenovo,14 in,Intel Core i7 6th Gen.,Lenovo ThinkPad X1,,,2.60 GHz,512 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295443396521,2JJ-1224U-R2,Lenovo ThinkPad X1 Carbon | intel i7-6600U @2.6GHz | 512GB SSD | 8GB RAM | W10P,FIXED_PRICE,,0,-1794284173,Lenovo,14 in,Intel Core i7 6th Gen.,Lenovo ThinkPad X1,,,2.60 GHz,512 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295443409867,2JJ-1225E-R2,Lenovo ThinkPad X1 Carbon | intel i7-6600U @2.6GHz | 512GB SSD | 16GB RAM | W10P,FIXED_PRICE,,0,597204075,Lenovo,14 in,Intel Core i7 6th Gen.,Lenovo ThinkPad X1,,,2.60 GHz,512 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295448381702,2JJ-1225Y-R2,Lenovo ThinkPad X240 | intel i7-4600U @2.1Ghz | 512GB SSD | 8GB RAM | WIN10PRO,FIXED_PRICE,,0,689422818,Lenovo,14 in,Intel Core i7 4th Gen.,Lenovo Thinkpad,,,2.10 GHz,512 GB,,,SSD (Solid State Drive),,,,,,ThinkPad,,,,,,,,,,,,,,,,,,,,,
177,295448384954,2JJ-1226D-R2,Lenovo ThinkPad X1 Carbon | intel i7-4600U @2.1Ghz | 512GB SSD | 8GB RAM | W10P,FIXED_PRICE,,0,-1425896116,Lenovo,14 in,Intel Core i7 4th Gen.,Lenovo ThinkPad X1,,,2.10 GHz,512 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295448385301,2JJ-1226I-R2,Lenovo ThinkPad X1 Carbon | intel i7-4600U @2.1Ghz | 512GB SSD | 8GB RAM | W10P,FIXED_PRICE,,0,-1423474954,Lenovo,14 in,Intel Core i7 4th Gen.,Lenovo ThinkPad X1,,,2.10 GHz,512 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295448385937,2JJ-1226H-R2,Lenovo ThinkPad X1 Carbon | intel i7-4600U @2.1Ghz | 512GB SSD | 8GB RAM | W10P,FIXED_PRICE,,0,412318124,Lenovo,14 in,Intel Core i7 4th Gen.,Lenovo ThinkPad X1,,,2.10 GHz,512 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295448386431,2JJ-1226G-R2,Lenovo ThinkPad X1 Carbon | intel i7-4600U @2.1Ghz | 512GB SSD | 8GB RAM | W10P,FIXED_PRICE,,0,1710698583,Lenovo,14 in,Intel Core i7 4th Gen.,Lenovo ThinkPad X1,,,2.10 GHz,512 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295448387060,2JJ-1225Z-R2,Lenovo ThinkPad X240 | intel i7-4600U @2.1Ghz | 256GB SSD | 8GB RAM | WIN10PRO,FIXED_PRICE,,0,70688704,Lenovo,14 in,Intel Core i7 4th Gen.,Lenovo ThinkPad X240,,,2.10 GHz,256 GB,,,SSD (Solid State Drive),,,,,,ThinkPad,,,,,,,,,,,,,,,,,,,,,
177,295448393433,2JJ-1226B-R2,Lenovo ThinkPad X240 | intel i7-4600U @2.1Ghz | 256GB SSD | 8GB RAM | WIN10PRO,FIXED_PRICE,,0,-1249609592,Lenovo,14 in,Intel Core i7 4th Gen.,Lenovo ThinkPad X240,,,2.10 GHz,256 GB,,,SSD (Solid State Drive),,,,,,ThinkPad,,,,,,,,,,,,,,,,,,,,,
177,295448395767,2JJ-1226F-R2,Lenovo ThinkPad X1 Carbon | intel i7-4600U @2.1Ghz | 256GB SSD | 8GB RAM | W10P,FIXED_PRICE,,0,-769098002,Lenovo,14 in,Intel Core i7 4th Gen.,Lenovo ThinkPad X1,,,2.10 GHz,256 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295448401453,2JJ-1226T-R2,Lenovo ThinkPad T440p | intel i7-4600M @2.9Ghz | 512GB SSD | 16GB RAM | WIN10PRO,FIXED_PRICE,,0,-1102761023,Lenovo,14 in,Intel Core i7 4th Gen.,Lenovo ThinkPad T440P,,,2.90 GHz,512 GB,,,SSD (Solid State Drive),,,,,,ThinkPad,,,,,,,,,,,,,,,,,,,,,
177,295448401720,2JJ-1226S-R2,Lenovo ThinkPad T440p | intel i7-4600M @2.9Ghz | 512GB SSD | 16GB RAM | WIN10PRO,FIXED_PRICE,,0,-385685187,Lenovo,14 in,Intel Core i7 4th Gen.,Lenovo ThinkPad T440P,,,2.90 GHz,512 GB,,,SSD (Solid State Drive),,,,,,ThinkPad,,,,,,,,,,,,,,,,,,,,,
177,295448432436,2JJ-1226X-R2,Lenovo ThinkPad T440p | intel i7-4600M @2.9Ghz | 256GB SSD | 16GB RAM | WIN10PRO,FIXED_PRICE,,0,-1058112930,Lenovo,14 in,Intel Core i7 4th Gen.,Lenovo ThinkPad T440P,,,2.90 GHz,256 GB,,,SSD (Solid State Drive),,,,,,ThinkPad,,,,,,,,,,,,,,,,,,,,,
177,295448459927,2JJ-1226Y-R2,Lenovo ThinkPad T440p | intel i7-4600M @2.9Ghz | 256GB SSD | 16GB RAM | WIN10PRO,FIXED_PRICE,,0,-1155446627,Lenovo,14 in,Intel Core i7 4th Gen.,Lenovo ThinkPad T440P,,,2.90 GHz,256 GB,,,SSD (Solid State Drive),,,,,,ThinkPad,,,,,,,,,,,,,,,,,,,,,
177,295448473190,2JJ-1226N-R2,Lenovo ThinkPad T440p | intel i7-4600M @2.9Ghz | 256GB SSD | 16GB RAM | WIN10PRO,FIXED_PRICE,,0,-2069436204,Lenovo,14 in,Intel Core i7 4th Gen.,Lenovo ThinkPad,,,2.90 GHz,256 GB,,,SSD (Solid State Drive),,,,,,ThinkPad,,,,,,,,,,,,,,,,,,,,,
177,295448477620,2PJ-1230G-2F,"XPS 13 L321X , i7-2537M@1.70GHz , 4GB RAM , 256GB SSD , W10P",FIXED_PRICE,,0,-310939756,Dell,13.3 in,Intel Core i7 2nd Gen.,Dell XPS 13 L321X,Windows 10 Pro,,1.70 GHz,256 GB,,,SSD (Solid State Drive),,,,,,,4 GB,,,,,,,,,,,,,,,,,,,,
177,295448978284,2PJ-1227B-2F,"Lenovo Thinkapad T460, i5-6200U @2.30GHz, 8GB RAM, 500GB HDD, W10P",FIXED_PRICE,,0,191275040,Lenovo,14 in,Intel Core i5 6th Gen.,Lenovo ThinkPad T460,Windows 10 Pro,,2.30 GHz,,,500 GB,HDD (Hard Disk Drive),,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,
177,295448987460,2HL-1227F-R8,"Lenovo X1 Carbon 3rd Gen, i7-5600U @ 2.60GHz, 8GB RAM, 525GB SSD, W10P",FIXED_PRICE,,0,1690030206,Lenovo,14 in,Intel Core i7 5th Gen.,Lenovo ThinkPad X1 Carbon 3rd Gen,Windows 10,Notebook/Laptop,2.6 GHz / 3.2 GHz,525 GB,Backlit Keyboard||Bluetooth||Built-in Microphone||Built-in Webcam,,SSD (Solid State Drive),Intel HD Graphics 5500,,2560 x 1440,Black,,,8 GB,,,,,,,,,,,,,,,,,,,,
177,295448998056,2GA-1227A,"Dell Latitude E6420 i5-2520M @2.50GHz, 8GB Ram, 128GB SSD, No OS",FIXED_PRICE,,0,1763273989,Dell,14 in,Intel Core i5 2nd Gen.,Dell Latitude E6420,,,2.50 GHz,128 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,No,,,,,,,,,
177,295449938432,2PJ-1228A-2F,"(lot of 2)Lenovo IdeaPad U310 touch, i5-3337@1.80GHz, 8GB RAM,500GB HDD-Parts",FIXED_PRICE,,0,-1530927616,Lenovo,13 in,Intel Core i5 3rd Gen.,Lenovo IdeaPad 310,Not Included,,1.80 GHz,,,500 GB,HDD (Hard Disk Drive),,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,
177,295449950028,2GA-1227B,"Dell Latitude E6420 i5-2520M @2.50GHz, 8GB Ram, 128GB SSD, No OS",FIXED_PRICE,,0,765979150,Dell,14 in,Intel Core i5 2nd Gen.,Dell Latitude E6420,,,2.50 GHz,128 GB,,,SSD (Solid State Drive),,,,,,,,,,,,,,,,,,No,,,,,,,,,
177,295449960418,2BC-1228D-2F,Dell Inspiron 660 Core i5-3330 @ 3.00 8GB RAM 1.5 TB HHD WIN 10 PRO,FIXED_PRICE,,0,772454637,Dell,None,Intel Core i5 3rd Gen.,Inspiron 660,Windows 10,,3.00 GHz,,,1.5 TB,HDD (Hard Disk Drive),,,,,,Inspiron,8 GB,,,,,,,,,,,,,,,,,,,,
177,295449963205,2PJ-1228B-2F,"Lenovo T510 15.6"", i5 M520@2.40GHz, 2GB RAM, 128GB SSD, W10P-READ",FIXED_PRICE,,0,-942854324,Lenovo,15.6 in,Intel Core i5 2nd Gen.,,Windows 10 Pro,,2.40 GHz,128 GB,,,,,,,,,,2 GB,,,,,,,,,,,,,,,,,,,,
177,295449965186,2HL-1228F-R8,"Dell Latitude E5440, i5-4210U @ 1.70GHz, 8GB RAM, 128GB SSD, Win 10 Pro",FIXED_PRICE,,0,685106703,Dell,14  in,Intel Core i5 4th Gen.,Latitude E5440,Windows 10 Pro,Notebook/Laptop,1.70 GHz,128 GB,,,SSD (Solid State Drive),,,1366 x 768,,,Latitude,8 GB,Casual Computing,,,,,,,,,,,,Laptop,Home,,,,,,
177,295450039974,2GA-1229C,"Dell E6420 i5-2520M @2.50GHz, 8GB Ram, 500GB HDD, No OS",FIXED_PRICE,,0,-2008924323,Dell,14 in,Intel Core i5 2nd Gen.,Dell E6420 i5-2520M,,,2.50 GHz,,,500 GB,HDD (Hard Disk Drive),,,,,,,8 GB,,,,,,,,,,,No,,,,,,,,,
177,295450050143,2GA-1229D,"Dell Latitude E6420 i5-2520M, 6GB Ram, 500GB HDD, No Os",FIXED_PRICE,,0,1837191606,Dell,14 in,Intel Core i5 2nd Gen.,Dell Latitude E6420,,,,,,,HDD (Hard Disk Drive),,,,,,,6 GB,,,,,,,,,,,No,,,,,,,,,
177,295450051147,2GA-1229E,"Dell E6420 i5-2520M @2.50GHz, 8GB Ram, 500GB HDD, No OS",FIXED_PRICE,,0,1685665079,Dell,14 in,Intel Core i5 2nd Gen.,Dell E6420 i5-2520M,,,2.50 GHz,,,500 GB,HDD (Hard Disk Drive),,,,,,,8 GB,,,,,,,,,,,No,,,,,,,,,
177,295450097300,2PJ-1229A-2F,"Lenovo ThinkPad T520 15.6"", i5-2520M@2.50GHz, 4GB RAM, 500GB HDD, W10P",FIXED_PRICE,,0,2048539470,Lenovo,15.6 in,Intel Core i5 2nd Gen.,Lenovo ThinkPad T520,Windows 10 Pro,,2.50 GHz,,,500 GB,HDD (Hard Disk Drive),,,,,,,4 GB,,,,,,,,,,,,,,,,,,,,
177,295450149899,2PJ-1230B-2F,"Lenovo ThinkPad T410, i5-M520@2.40GHz, 6GB RAM, 500GB HDD, W10P - New Battery",FIXED_PRICE,,0,541981508,Lenovo,14 in,Intel Core i5 5th Gen.,Lenovo ThinkPad T410,Windows 10 Pro,,2.40 GHz,,,500 GB,HDD (Hard Disk Drive),,,,,,,6 GB,,,,,,,,,,,,,,,,,,,,
177,295496983948,3HL-0125K-R8,"HP ENVY x360 15Z-CP000 Ryzen 5 2500U @2.00GHz, 8GB RAM, 256 SSD, *Read*",FIXED_PRICE,,0,-46618823,HP,15.6 in,AMD Ryzen 5,HP ENVY x360,Windows 10 Pro,Notebook/Laptop,2.00 GHz,256 GB,,,SSD (Solid State Drive),,,,,,ENVY,8 GB,,,,,,,,,,,,,,,,,,,,
177,295497000707,3JJ-0126C-R2,"Dell Latitude E6430, intel i5-3320M@2.60GHz, 128GB SSD, 8GB RAM, WIN10PRO",FIXED_PRICE,,0,-534114198,Dell,14 in,Intel Core i5 3rd Gen.,Dell Latitude E6430,,,2.60 GHz,128 GB,,,SSD (Solid State Drive),,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,
177,295497054161,3BC-0126B-R6,"HP ENVY x360 15M Laptop i5-8265U 1.60GHz 8GB 256GB SSD 15.6"" Touch Screen READ",FIXED_PRICE,,0,-513662610,HP,15.6 in,Intel Core i5 8th Gen.,HP ENVY x360,,Notebook/Laptop,1.60 GHz,256 GB,Touchscreen,,SSD (Solid State Drive),,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,
177,295497167047,3JJ-0126N-R2,"Lenovo ThinkPad T490s, intel i5-8265U @1.60GHz, 256GB SSD, 8GB RAM, WIN10PRO",FIXED_PRICE,,0,1021250885,Lenovo,14 in,Intel Core i5 8th Gen.,Lenovo ThinkPad T490s,,,1.60 GHz,256 GB,,,SSD (Solid State Drive),,,,,,ThinkPad,8 GB,,,,,,,,,,,,,,,,,,,,
177,295497204239,3JJ-0127D-R2,"Dell Latitude 5490, intel i5-8350U @1.70GHz, 256GB SSD, 8GB RAM, WIN10PRO",FIXED_PRICE,,0,692247336,Dell,14 in,Intel Core i5 8th Gen.,Dell Latitude 5490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295497208727,3JJ-0127E-R2,"Dell Latitude 7390, intel i5-8350U@1.70GHz, 512GB SSD, 8GB RAM, WIN10PRO",FIXED_PRICE,,0,-1520750432,Dell,14 in,Intel Core i5 8th Gen.,Dell Latitude 7390,,,1.70 GHz,512 GB,,,SSD (Solid State Drive),,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,
177,295498856288,3JJ-0127G-R2,"Dell Latitude 7390, intel i5-8350U @1.70GHz, 512GB SSD, 8GB RAM, WIN10PRO",FIXED_PRICE,,0,233341160,Dell,13.3 in,Intel Core i5 8th Gen.,Dell Latitude 7390,,,1.70 GHz,512 GB,,,SSD (Solid State Drive),,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,
177,295499715329,3JJ-0129H-R2,"Microsoft Surface Pro, intel i7-7660U@2.50GHz, 256GB SSD, 8GB RAM, WIN10PRO",FIXED_PRICE,,0,-743897232,Microsoft,12.3 in,Intel Core i7 7th Gen.,Microsoft Surface Pro,,,2.50 GHz,256 GB,,,SSD (Solid State Drive),,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,
177,295510328530,3PJ-0130A-2F,"HP Envy m6 15.6"" Touch, AMD FX-7500 w/ Radeon R7, 6GB RAM, 750GB *Read-ForParts*",FIXED_PRICE,,0,-1749822461,HP,15.6 in,AMD FX,,Not Included,Notebook/Laptop,,,,750 GB,,,,,,,ENVY,6 GB,,,,,,,,,,,,,,,,,,,,
177,295510349164,3PJ-0130E-2F,"HP Envy 4-1030us 14"", i5-3317@1.70GHz, 4GB RAM No HDD/OS *Read-ForParts*",FIXED_PRICE,,0,-711911455,HP,14 in,Intel Core i5 3rd Gen.,,Not Included,,1.70 GHz,,,,,,,,,,ENVY,4 GB,,,,,,,,,,,No,,,,,,,,,
177,295510358149,3PJ-0130F-2F,"HP ProBook 450 G2 15.6"", i5-5200@2.20GHz, 4GB RAM, No HDD/OS *Read-ForParts*",FIXED_PRICE,,0,332843938,HP,15.6 in,Intel Core i5 5th Gen.,HP ProBook,Not Included,,2.20 GHz,,,,HDD (Hard Disk Drive),,,,,,,4 GB,,,,,,,,,,,No,,,,,,,,,
177,295510358791,3PJ-0130G-2F,"HP ProBook 455 G3 15.6"", AMD A4-7210 APU w/ Radeon R3, 8GB RAM, No HDD/OS *Read*",FIXED_PRICE,,0,-223558771,HP,15.6 in,AMD A4 Dual-Core,HP ProBook,Not Included,,,,,,HDD (Hard Disk Drive),,,,,,,8 GB,,,,,,,,,,,No,,,,,,,,,
177,295510379231,3JJ-0131A-R2,"Microsoft Surface Pro 4 1724, intel i5, 256GB SSD, 8GB RAM, NO OS, BROKEN SCREEN",FIXED_PRICE,,0,1222246135,Microsoft,12.3 in,Intel Core i5 6th Gen.,Microsoft Surface Pro,,,,256 GB,,,SSD (Solid State Drive),,,,,,,8 GB,,,,,,,,,,,No,,,,,,,,,
177,295510382803,3JJ-0131C-R1,"ASUS Chromebox 3, Model 7265 NGW, intel i7-8550U@1.8GHz, 32GB SSD, 4GB RAM",FIXED_PRICE,,0,1948471004,ASUS,NA,Intel Core i7 8th Gen.,Samsung ChromeBook,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,295510384293,3JJ-0131D-R2,"Microsoft Surface Pro m3, intel m3-7Y30, 128GB SSD, 4GB RAM, W10P, BROKEN SCREEN",FIXED_PRICE,,0,-402344489,Microsoft,12.3 in,Intel Core M3,Microsoft Surface Pro,,,,128 GB,,,SSD (Solid State Drive),,,,,,,8 GB,,,,,,,,,,,No,,,,,,,,,
177,295510393369,3PJ-0131A-2F,"HP 250 G5 15.6"", i5-5005U@2.00GHz, 4GB RAM, 120GB SSD, W10P  *Read For Parts*",FIXED_PRICE,,0,1234220766,HP,15.6 in,Intel Core i3 5th Gen.,,Windows 10 Pro,,2.00 GHz,120 GB,,,SSD (Solid State Drive),,,,,,,4 GB,,,,,,,,,,,,,,,,,,,,
177,295510399367,3PJ-0131B-2F,"HP 15-ba009dx 15.6"", AMD A6-7310 w/ Radeon R4, 8GB RAM, 120GB SSD, W10P",FIXED_PRICE,,0,-415084104,HP,15.6 in,AMD A6 Quad-Core,,Windows 10 Pro,,,120 GB,,,SSD (Solid State Drive),,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,
177,295510420623,3JS-0131A-R2,"Acer Aspire A515-44, AMD Ryzen 5 4500U, CPU@2.38GHz, 12GB RAM, 256GB SSD, W10H",FIXED_PRICE,,0,564179929,Acer,15.6 in,AMD Ryzen 5,"CPU@2.38GHz,",,,,,,256 GB,SSD (Solid State Drive),,,,,,Aspire,12 GB,,,,,,,,,,,,,,,,,,,,
177,295510476124,3PJ-0131D-2F,"HP 14-an0131nr 14"", AMD E2-7110 w/ Radeon R2, 8GB RAM, 128GB SSD, W10P, Charger",FIXED_PRICE,,0,332757325,HP,14 in,AMD E-Series,,Windows 10 Pro,,,128 GB,,,SSD (Solid State Drive),,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,
177,295510489574,3HL-0131C-R8,"Dell Latitude 7200 2-in-1 TOUCH, i5-8365U @1.60GHz, 8GB RAM, No SSD/Keyboard",FIXED_PRICE,,0,-789444635,Dell,12.3 in,Intel Core i5 8th Gen.,Dell Latitude 7200 2-in-1,,Notebook/Laptop,1.60 GHz,,Bluetooth||Built-in Microphone||Built-in Webcam||Touchscreen||Wi-Fi,N/A,,Intel UHD Graphics 620,,1920 x 1280,Gray,N/A,Latitude,8 GB,Casual Computing||Graphic Design||Workstation,Integrated/On-Board Graphics,USB 3.0||USB-C,,,,,,,,No,,,,,,,,,
177,295510501778,3PJ-0131E-2F,"HP 15-f387wm 15.6"", Touch, AMD A8-7410 w/ Radeon R5, 8GB RAM, 256GB SSD, W10P",FIXED_PRICE,,0,1750447068,HP,15.6 in,AMD A8,,Windows 10 Pro,,,256 GB,,,SSD (Solid State Drive),AMD Radeon R5,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,
177,295510545028,3JS-0131i-R2,"DELL Latitude D820 iCentrino Duo-T7400,CPU@2.16GHz, 2GB RAM, 500GB HDD, W10P",FIXED_PRICE,,0,-1244416754,Dell,15.4 in,Intel Centrino,Dell Latitude D820,Windows 10 Pro,Notebook/Laptop,2.16 GHz,,,500 GB,HDD (Hard Disk Drive),,,,,,,2 GB,,,,,,,,,,,,,,,,,,,,
177,295510554053,3PJ-0131G-2F,"HP Pavilion 14-b013nr 14"", i3-3217 @1.80GHz, 4GB RAM, 500GB, W10P *Read-Parts*",FIXED_PRICE,,0,1536012583,HP,14 in,Intel Core i3 3rd Gen.,,Windows 10 Pro,,1.80 GHz,,,500 GB,,,,,,,Pavilion,4 GB,Parts,,,,,,,,,,,,,,,,,,,
